country,countrynr,year,pnoinsur,popu1564,pcovratp,ptakeupn,popu65ab,popuabpa,pturat65,pturatpa,prefrper,pcontper,pinceil,pmeantst,presitst,pfininsr,pfinstat,pfinempr,pfinothr,pbenmins,pbenstws,pbenfuls,pbenmaxs,pbeminco,pbestwco,pbefulco,pbemaxco,pbeaverp,gapwyear,pratmins,pratstws,pratfuls,pratmaxs,prtminco,prtstwco,prtfulco,prtmaxco,prtaverp,unoinsur,ulabforc,employes,ucovratl,ucovrate,uwaiting,uduratio,urefrper,ucontper,uinceil,umeantst,ufininsr,ufinstat,ufinempr,ufinothr,ubestw1s,ubesw26s,ubenmins,ubenfuls,ubenmaxs,ubestw1f,ubesw26f,ubenminf,ubenfulf,ubenmaxf,ugapweek,urtstw1s,urtsw26s,uratmins,uratfuls,uratmaxs,urtstw1f,urtsw26f,uratminf,uratfulf,uratmaxf,snoinsur,slabforc,spop1564,scovratl,scovratp,swaiting,sduratio,srefrper,scontper,sinceil,smeantst,sfininsr,sfinstat,sfinempr,sfinothr,sbestw1s,sbesw26s,sbenmins,sbenfuls,sbenmaxs,sbestw1f,sbesw26f,sbenminf,sbenfulf,sbenmaxf,sgapweek,srtstw1s,srtsw26s,sratmins,sratfuls,sratmaxs,srtstw1f,srtsw26f,sratminf,sratfulf,sratmaxf,anoinsur,alabforc,acovratl,awaiting,aduratio,arefrper,acontper,ainceil,ameantst,afininsr,afinstat,afinempr,afinothr,abestw1s,abesw26s,abenmins,abenfuls,abenmaxs,abestw1f,abesw26f,abenminf,abenfulf,abenmaxf,agapweek,artstw1s,artsw26s,aratmins,aratfuls,aratmaxs,artstw1f,artsw26f,aratminf,aratfulf,aratmaxf,unmsinet,unmfanet,sicsinet,sicfanet,accsinet,accfanet,netapwsi,netapwfa,netapwco,pminnesi,pstwnesi,pfulnesi,pmaxnesi,pminneco,pstwneco,pfulneco,pmaxneco,gapw26wy,n26apwsi,n26apwfa,napweksi,napwekfa,pnermisi,pnerswsi,pnerfusi,pnermxsi,pnermico,pnerswco,pnerfuco,pnermxco,u1stners,u1stnerf,s1stners,s1stnerf,a1stners,a1stnerf,uzrr26si,uzrr26fa,szrr26si,szrr26fa,azrr26si,azrr26fa,px2indst,uz4ind,sz4ind,az4ind,uz2inds,sz2inds,az2inds,uz2indf,sz2indf,az2indf
FIN,246,1995,3410,3410,1.00,804,726,726,1.11,1.00,35,35,0,0,1,0.17,0.16,0.67,,30312.00,64332.00,67320.00,0.00,53136.00,86003.00,88991.00,0.00,61308.00,125153.60,0.24,0.51,0.54,0.00,0.42,0.69,0.71,0.00,0.49,1900,2497,1756,0.76,1.00,5,100,104,26,0,0,0.17,0.48,0.35,,1315.00,1315.00,590.00,1315.00,0.00,1490.00,1490.00,765.00,1490.00,0.00,2406.80,0.55,0.55,0.24,0.55,0.00,0.62,0.62,0.32,0.62,0.00,3000,2497,3410,1.00,0.88,0,50,0,0,0,0,0.40,0.00,0.60,,2406.80,1663.34,492.19,1663.34,0.00,2406.80,1663.34,492.19,1663.34,0.00,2406.80,1.00,0.69,0.17,0.69,0.00,1.00,0.69,0.17,0.69,0.00,1940,2497,0.78,0,52,0,0,0,0,0.00,0.00,1.00,,2406.80,2406.80,0.00,2406.80,0.00,2406.80,2406.80,0.00,2406.80,0.00,2406.80,1.00,1.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00,65561.00,85591.00,70017.00,85497.00,78976.00,94459.00,78979.00,94459.00,78979.00,30312.00,48519.00,49717.00,,53136.00,70190.00,71388.00,,62577.00,46590.00,62070.00,1518.83,1541.44,0.38,0.61,0.63,,0.67,0.89,0.90,,0.55,0.62,1.00,1.00,1.00,1.00,0.59,0.73,0.72,0.72,1.00,1.00,0.75,0.62,0.86,1.00,0.57,0.86,1.00,0.67,0.86,1.00
FIN,246,2000,3467,3467,1.00,870,777,777,1.12,1.00,40,40,0,0,1,0.17,0.15,0.68,0.11,31860.00,75744.00,79037.00,0.00,55872.00,103680.00,106973.00,0.00,67488.00,146796.30,0.22,0.52,0.54,0.00,0.38,0.71,0.73,0.00,0.46,2609,2609,2007,1.00,1.00,7,100,104,43,0,0,0.16,0.46,0.38,0.04,1456.00,1456.00,610.00,1456.00,0.00,1631.00,1631.00,785.00,1631.00,0.00,2823.00,0.52,0.52,0.22,0.52,0.00,0.58,0.58,0.28,0.58,0.00,3076,2609,3467,1.00,0.89,0,50,0,0,0,0,0.15,0.05,0.80,,2823.00,1925.00,388.80,1925.00,0.00,2823.00,1925.00,388.80,1925.00,0.00,2823.00,1.00,0.68,0.14,0.68,0.00,1.00,0.68,0.14,0.68,0.00,2109,2609,0.81,3,52,0,0,0,0,0.00,0.00,1.00,,2823.00,2729.00,943.00,2729.00,0.00,2823.00,2729.00,943.00,2729.00,0.00,2823.00,1.00,0.97,0.33,0.97,0.00,1.00,0.97,0.33,0.97,0.00,81347.00,98352.00,88640.00,102944.00,100822.00,115126.00,97056.00,111360.00,97056.00,31318.00,58379.00,60084.00,0.00,54922.00,74273.00,76253.00,0.00,73398.00,56806.00,71110.00,1866.46,1866.46,0.32,0.60,0.62,0.00,0.57,0.77,0.79,0.00,0.52,0.58,1.00,1.00,1.00,1.00,0.61,0.68,0.79,0.79,1.09,1.09,0.68,0.60,0.90,1.00,0.56,0.90,1.00,0.63,0.90,1.00
FIN,246,2005,3499,3499,1.00,940,836,836,1.12,1.00,50,50,0,0,1,0.17,0.11,0.72,,6063.00,16706.69,18802.26,0.00,10689.00,22051.25,24146.82,0.00,12792.00,27870.38,0.22,0.60,0.68,0.00,0.38,0.79,0.87,0.00,0.46,2641,2641,2089,1.00,1.00,9,100,121,43,0,0,0.14,0.47,0.39,,288.31,288.31,116.20,288.31,0.00,320.61,320.61,148.50,320.61,0.00,535.97,0.54,0.54,0.22,0.54,0.00,0.60,0.60,0.28,0.60,0.00,3120,2641,3499,1.00,0.89,0,50,0,0,0,0,0.13,0.11,0.76,,535.97,383.66,91.20,383.66,0.00,535.97,383.66,91.20,383.66,0.00,535.97,1.00,0.72,0.17,0.72,0.00,1.00,0.72,0.17,0.72,0.00,2300,2641,0.87,0,52,0,0,0,0,0.00,0.00,1.00,,535.97,520.37,180.83,520.37,0.00,535.97,520.37,180.83,520.37,0.00,535.97,1.00,0.97,0.34,0.97,0.00,1.00,0.97,0.34,0.97,0.00,16375.00,19425.00,17846.00,20372.00,20202.00,22728.00,19721.00,22247.00,19721.00,5964.00,12838.00,14204.00,0.00,10521.00,17215.00,18466.00,0.00,13935.00,11367.00,13893.00,379.25,379.25,0.30,0.65,0.72,0.00,0.53,0.87,0.94,0.00,0.54,0.60,1.00,1.00,1.00,1.00,0.60,0.66,0.78,0.78,1.06,1.06,0.76,0.60,0.89,1.00,0.57,0.89,1.00,0.63,0.89,1.00
FIN,246,2010,3556,3556,1.00,979,926,926,1.06,1.00,50,50,0,0,1,,,,,7037.52,19092.00,21504.00,0.00,12484.56,25334.28,27746.28,0.00,,32405.15,0.22,0.59,0.66,0.00,0.39,0.78,0.86,0.00,,2654,2654,2110,1.00,1.00,9,100,121,34,0,0,,,,,320.29,320.29,128.15,320.29,0.00,354.39,354.39,163.80,354.39,0.00,623.18,0.51,0.51,0.21,0.51,0.00,0.57,0.57,0.26,0.57,0.00,3181,2654,3556,1.00,0.90,0,50,0,0,0,0,,,,,623.18,447.01,132.24,447.01,0.00,623.18,447.01,132.24,447.01,0.00,623.18,1.00,0.72,0.21,0.72,0.00,1.00,0.72,0.21,0.72,0.00,2283,2654,0.86,3,52,0,0,0,0,,,,,623.18,612.74,206.92,612.74,0.00,623.18,612.74,206.92,612.74,0.00,623.18,1.00,0.98,0.33,0.98,0.00,1.00,0.98,0.33,0.98,0.00,19609.00,22769.00,21572.00,24098.00,26707.00,24181.00,23852.00,26378.00,23852.00,6935.00,15581.00,17244.00,0.00,12304.00,21733.00,23396.00,0.00,16203.00,13630.00,16157.00,458.69,458.69,0.29,0.65,0.72,0.00,0.52,0.91,0.98,0.00,0.51,0.57,1.00,1.00,1.00,1.00,0.58,0.65,0.78,0.78,1.28,0.79,0.78,0.58,0.89,1.00,0.55,0.89,1.00,0.61,0.89,0.89
FIN,246,2015,3484,3484,1.00,1270,1091,1091,1.16,1.00,50,50,0,0,1,0.00,0.00,0.00,0.00,8958.84,20714.10,22557.96,0.00,17917.68,29672.94,31516.80,0.00,0.00,35872.50,0.25,0.58,0.63,0.00,0.50,0.83,0.88,0.00,0.00,2619,2689,2090,0.97,1.25,5,100,121,26,0,0,0.00,0.00,0.00,0.00,400.64,400.64,164.00,400.64,0.00,439.34,439.34,202.70,439.34,0.00,689.86,0.58,0.58,0.24,0.58,0.00,0.64,0.64,0.29,0.64,0.00,3496,2689,3484,1.00,1.00,0,50,0,0,0,0,0.00,0.00,0.00,0.00,689.86,494.84,144.12,494.84,0.00,689.86,494.84,144.12,494.84,0.00,689.86,1.00,0.72,0.21,0.72,0.00,1.00,0.72,0.21,0.72,0.00,2437,2689,0.91,3,52,0,0,0,0,0.00,0.00,0.00,0.00,689.86,668.78,228.82,668.78,0.00,689.86,668.78,228.82,668.78,0.00,689.86,1.00,0.97,0.33,0.97,0.00,1.00,0.97,0.33,0.97,0.00,22194.17,25326.11,23687.17,26205.77,26423.39,28941.99,25864.50,28383.10,25864.50,8958.84,20714.10,22557.96,0.00,17917.68,29672.94,31516.80,0.00,35872.50,15148.00,17666.60,497.39,545.83,0.34,0.65,0.72,0.00,0.68,0.99,1.06,0.00,0.58,0.64,1.00,1.00,1.00,1.00,0.66,0.71,0.80,0.80,1.05,1.05,0.82,0.65,0.90,1.00,0.62,0.90,1.00,0.68,0.90,1.00
FIN,246,2020,3357,3357,1.00,1397,1231,1231,1.13,1.00,50,50,0,0,1,,,,,10014.24,22019.44,23925.76,0.00,20028.48,32033.68,33940.00,0.00,,38052.30,0.26,0.58,0.63,0.00,0.53,0.84,0.89,0.00,0.00,2662,2741,2189,0.97,1.22,5,80,121,26,0,0,,,,,421.86,421.86,168.30,421.86,0.00,460.26,460.26,206.70,460.26,0.00,731.78,0.58,0.58,0.23,0.58,0.00,0.63,0.63,0.28,0.63,0.00,3379,2741,3357,1.00,1.00,0,50,0,0,0,0,,,,,731.78,482.42,173.64,482.42,0.00,731.78,482.42,173.64,482.42,0.00,731.78,1.00,0.66,0.24,0.66,0.00,1.00,0.66,0.24,0.66,0.00,2528,2741,0.92,3,52,0,0,0,0,,,,,731.78,705.08,267.75,705.08,0.00,731.78,705.08,267.75,705.08,0.00,731.78,1.00,0.96,0.37,0.96,0.00,1.00,0.96,0.37,0.96,0.00,24119.55,27126.91,25082.69,27479.33,28557.54,30954.18,27837.43,30234.07,27837.43,10014.24,22019.44,23925.76,0.00,20028.48,32033.68,33940.00,0.00,38052.30,16534.94,18931.58,535.34,581.42,0.35,0.67,0.72,0.00,0.70,1.02,1.07,0.00,0.58,0.63,1.00,1.00,1.00,1.00,0.67,0.73,0.76,0.76,1.06,1.06,0.85,0.65,0.88,1.00,0.62,0.88,1.00,0.68,0.88,1.00
FRA,250,1930,10629,27733,0.38,679,3946,3946,0.17,0.17,0,0,1,1,1,0.00,1.00,0.00,,600.00,960.00,960.00,960.00,1200.00,1920.00,1920.00,1920.00,587.00,12904.00,0.05,0.07,0.07,0.07,0.09,0.15,0.15,0.15,0.04,180,21882,12463,0.01,0.01,,,,,,,0.70,0.29,0.00,,48.00,48.00,0.00,48.00,48.00,96.00,96.00,0.00,96.00,96.00,248.16,0.19,0.19,0.00,0.19,0.19,0.39,0.39,0.00,0.39,0.39,10791,21882,27733,0.49,0.39,5,26,13,10,1,0,0.42,0.15,0.42,,108.00,108.00,18.00,108.00,108.00,120.00,120.00,30.00,120.00,120.00,248.16,0.43,0.43,0.07,0.43,0.43,0.48,0.48,0.12,0.48,0.48,11574,21882,0.53,4,520,0,0,0,0,0.00,0.00,1.00,,100.50,100.50,0.00,100.50,0.00,100.50,100.50,0.00,100.50,0.00,248.16,0.41,0.41,0.00,0.41,0.00,0.41,0.41,0.00,0.41,0.00,7442.00,8690.00,9002.00,9314.00,8807.00,8807.00,12388.00,12388.00,12388.00,600.00,960.00,960.00,960.00,1200.00,1920.00,1920.00,1920.00,6452.00,6194.00,6194.00,238.23,238.23,0.05,0.08,0.08,0.08,0.10,0.15,0.15,0.15,0.20,0.40,0.45,0.50,0.42,0.42,0.20,0.40,0.45,0.50,0.42,0.42,0.12,0.30,0.48,0.42,0.20,0.45,0.42,0.40,0.50,0.42
FRA,250,1933,10344,28847,0.36,690,3866,3866,0.18,0.18,0,0,1,1,1,0.00,1.00,0.00,,600.00,960.00,960.00,960.00,1200.00,1920.00,1920.00,1920.00,649.00,12555.00,0.05,0.08,0.08,0.08,0.10,0.15,0.15,0.15,0.05,215,21071,11581,0.01,0.02,,,,,,,0.58,0.42,0.00,,48.00,48.00,0.00,48.00,48.00,120.00,120.00,0.00,120.00,120.00,241.44,0.20,0.20,0.00,0.20,0.20,0.50,0.50,0.00,0.50,0.50,10795,21071,28847,0.48,0.37,5,26,13,10,1,0,0.43,0.14,0.43,,108.00,108.00,18.00,108.00,108.00,120.00,120.00,30.00,120.00,120.00,241.44,0.45,0.45,0.07,0.45,0.45,0.50,0.50,0.12,0.50,0.50,11669,21071,0.55,4,520,0,0,0,0,0.00,0.00,1.00,,98.75,98.75,0.00,98.75,0.00,98.75,98.75,0.00,98.75,0.00,241.44,0.41,0.41,0.00,0.41,0.00,0.41,0.41,0.00,0.41,0.00,7274.00,9146.00,8834.00,9146.00,8594.00,8594.00,12052.00,12052.00,12052.00,600.00,960.00,960.00,960.00,1200.00,1920.00,1920.00,1920.00,6277.00,6026.00,6026.00,231.77,231.77,0.05,0.08,0.08,0.08,0.10,0.16,0.16,0.16,0.21,0.52,0.47,0.52,0.43,0.43,0.21,0.52,0.47,0.52,0.43,0.43,0.12,0.36,0.49,0.43,0.21,0.47,0.43,0.52,0.52,0.43
FRA,250,1939,12928,29741,0.43,,3818,3818,,1.00,8,8,1,0,0,,,,,600.00,2661.00,2661.00,3154.00,1200.00,2836.00,2836.00,3855.00,,22697.00,0.03,0.12,0.12,0.14,0.05,0.12,0.12,0.17,,,20260,10698,0.01,0.03,,,52,52,0,0,0.67,0.33,0.00,,49.50,49.50,0.00,49.50,49.50,123.75,123.75,0.00,123.75,123.75,436.48,0.11,0.11,0.00,0.11,0.11,0.28,0.28,0.00,0.28,0.28,,20260,29741,0.53,0.37,3,26,26,7,1,0,0.45,0.10,0.45,,137.50,137.50,16.50,137.50,137.50,148.50,148.50,27.50,148.50,148.50,436.48,0.32,0.32,0.04,0.32,0.32,0.34,0.34,0.06,0.34,0.34,,20260,0.55,4,520,0,0,0,0,0.00,0.00,1.00,,182.01,182.01,0.00,182.01,0.00,182.01,182.01,0.00,182.01,0.00,436.48,0.42,0.42,0.00,0.42,0.00,0.42,0.42,0.00,0.42,0.00,12181.00,15383.00,14469.00,16026.00,15626.00,16897.00,21789.00,23060.00,21789.00,600.00,2661.00,2661.00,3154.00,1200.00,2836.00,2836.00,3855.00,11348.00,10894.00,12165.00,419.02,419.02,0.03,0.12,0.12,0.14,0.06,0.13,0.13,0.18,0.12,0.30,0.33,0.35,0.43,0.43,0.12,0.30,0.33,0.35,0.43,0.43,0.13,0.21,0.34,0.43,0.12,0.33,0.43,0.30,0.35,0.43
FRA,250,1947,12080,27091,0.45,,4440,4440,,1.00,17,17,0,0,0,0.33,0.09,0.58,0.03,18000.00,31188.00,31188.00,48000.00,23000.00,46782.00,46782.00,72000.00,,137394.00,0.13,0.23,0.23,0.35,0.17,0.34,0.34,0.52,,0,20520,13392,0.00,0.00,3,520,26,0,0,1,0.00,1.00,0.00,,280.00,280.00,0.00,280.00,0.00,455.00,455.00,0.00,455.00,0.00,2642.00,0.11,0.11,0.00,0.11,0.00,0.17,0.17,0.00,0.11,0.00,9929,20520,27091,0.48,0.37,3,26,13,2,0,0,0.35,0.03,0.62,0.01,1335.78,1335.78,0.00,1335.78,1458.33,1335.78,1335.78,0.00,1335.78,1458.33,2642.20,0.51,0.51,0.00,0.51,0.55,0.51,0.51,0.00,0.51,0.55,9000,20520,0.44,0,520,0,0,0,0,0.00,0.00,1.00,,1321.00,1701.00,0.00,1701.00,0.00,1321.00,1701.00,0.00,1701.00,0.00,2642.00,0.50,0.64,0.00,0.64,0.00,0.50,0.64,0.00,0.64,0.00,72125.00,100675.00,99575.00,123575.00,109071.00,133071.00,126942.00,153690.00,129690.00,18000.00,31188.00,31188.00,48000.00,23000.00,46782.00,46782.00,72000.00,68692.00,64845.00,88845.00,2441.19,2494.04,0.14,0.25,0.25,0.38,0.18,0.36,0.36,0.56,0.11,0.18,0.55,0.54,0.54,0.53,0.12,0.18,0.56,0.54,0.71,0.68,0.30,0.15,0.54,0.62,0.12,0.55,0.63,0.18,0.54,0.61
FRA,250,1950,14000,27508,0.51,2023,4751,4751,0.43,0.43,20,20,0,0,0,0.31,0.08,0.61,0.02,45000.00,69123.00,69123.00,105600.00,67500.00,103685.00,103685.00,158400.00,,258887.00,0.17,0.27,0.27,0.41,0.26,0.40,0.40,0.61,,0,19705,13087,0.00,0.00,3,520,26,0,0,1,0.00,1.00,0.00,,280.00,280.00,0.00,280.00,0.00,455.00,455.00,0.00,455.00,0.00,4979.00,0.06,0.06,0.00,0.06,0.00,0.09,0.09,0.00,0.06,0.00,10460,19705,27508,0.53,0.38,3,26,13,2,0,0,0.32,0.04,0.63,0.02,2516.96,2516.96,0.00,2516.96,2566.67,2516.96,2516.96,0.00,2516.96,2566.67,4978.60,0.51,0.51,0.00,0.51,0.52,0.51,0.51,0.00,0.51,0.52,9128,19705,0.46,0,520,0,0,0,0,0.00,0.00,1.00,,2489.50,3206.00,0.00,3206.00,14538.00,2489.50,3206.00,0.00,3206.00,14538.00,4979.00,0.50,0.64,0.00,0.64,2.92,0.50,0.64,0.00,0.64,2.92,128967.00,164717.00,187128.00,218328.00,205043.00,236243.00,236383.00,274574.00,243374.00,45000.00,69123.00,69123.00,105600.00,67500.00,103685.00,103685.00,158400.00,129454.00,121687.00,152887.00,4545.83,4680.27,0.19,0.29,0.29,0.45,0.28,0.43,0.43,0.65,0.06,0.10,0.55,0.54,0.55,0.53,0.06,0.10,0.57,0.54,0.73,0.69,0.36,0.08,0.55,0.62,0.06,0.56,0.64,0.10,0.54,0.61
FRA,250,1955,15946,27786,0.57,,5021,5021,,1.00,25,25,0,0,0,0.32,0.06,0.63,0.01,65800.00,156633.00,156633.00,211200.00,98700.00,234950.00,234950.00,316800.00,,450324.00,0.15,0.35,0.35,0.41,0.22,0.52,0.52,0.70,,0,19605,12705,0.00,0.00,3,520,26,0,0,1,0.00,1.00,0.00,,2380.00,2380.00,0.00,2380.00,0.00,3416.00,3416.00,0.00,3416.00,0.00,8660.00,0.28,0.28,0.00,0.28,0.00,0.39,0.39,0.00,0.39,0.00,11372,19605,27786,0.58,0.41,3,26,13,2,0,0,0.32,0.05,0.64,0.01,4378.11,4378.11,0.00,4378.11,4433.33,4378.11,4378.11,0.00,4378.11,4433.33,8660.00,0.51,0.51,0.00,0.51,0.51,0.51,0.51,0.00,0.51,0.51,10105,19605,0.52,0,520,0,0,0,0,0.00,0.00,1.00,,4330.00,5577.00,0.00,5577.00,20462.00,4330.00,5577.00,0.00,5577.00,20462.00,8660.00,0.50,0.64,0.00,0.64,2.36,0.50,0.64,0.00,0.64,2.36,273530.00,344468.00,325481.00,369481.00,356652.00,409652.00,411593.00,467301.00,423301.00,65800.00,156633.00,156633.00,211200.00,98700.00,234950.00,234950.00,316800.00,225160.00,211650.00,255650.00,7915.25,8140.40,0.16,0.38,0.38,0.51,0.23,0.56,0.56,0.75,0.30,0.42,0.55,0.54,0.55,0.53,0.31,0.42,0.57,0.54,0.73,0.73,0.47,0.36,0.55,0.63,0.31,0.56,0.64,0.42,0.54,0.63
FRA,250,1960,16958,28320,0.60,,5317,5317,,1.00,30,30,0,0,0,0.25,0.19,0.55,0.02,1138.00,2780.00,2780.00,2832.00,1862.00,4170.00,4170.00,4246.00,1206.00,6635.00,0.17,0.42,0.42,0.43,0.28,0.63,0.63,0.64,0.18,0,19661,13003,0.00,0.00,3,520,26,0,0,1,0.00,1.00,0.00,,29.05,29.05,0.00,29.05,0.00,66.36,66.36,0.00,66.36,0.00,127.60,0.23,0.23,0.00,0.23,0.00,0.52,0.52,0.00,0.52,0.00,13137,19661,28320,0.67,0.46,3,52,13,2,0,0,0.27,0.03,0.70,0.01,64.17,64.17,0.00,64.17,64.17,64.17,64.17,0.00,64.17,64.17,127.60,0.50,0.50,0.00,0.50,0.50,0.50,0.50,0.00,0.50,0.50,11633,19661,0.59,0,520,0,0,0,0,0.00,0.00,1.00,,63.80,82.20,0.00,82.20,317.69,63.80,82.20,0.00,82.20,317.69,127.60,0.50,0.64,0.00,0.64,2.49,0.50,0.64,0.00,0.64,2.49,3874.00,5423.00,4787.00,5366.00,5256.00,5835.00,6038.00,6816.00,6237.00,1138.00,2752.00,2752.00,2804.00,1862.00,4128.00,4128.00,4204.00,3318.00,3119.00,3698.00,116.12,119.94,0.19,0.46,0.46,0.46,0.30,0.66,0.66,0.67,0.25,0.55,0.55,0.54,0.55,0.53,0.26,0.55,0.57,0.53,0.73,0.69,0.56,0.40,0.55,0.62,0.25,0.56,0.64,0.55,0.53,0.61
FRA,250,1965,18701,30369,0.62,,5904,5904,,1.00,35,30,0,0,0,0.23,0.15,0.61,0.08,1800.00,4431.00,4431.00,4896.00,2900.00,6647.00,6647.00,7344.00,2285.00,9221.00,0.20,0.48,0.48,0.53,0.31,0.72,0.72,0.80,0.25,0,20459,14355,0.00,0.00,3,520,26,0,0,1,0.00,1.00,0.00,,35.35,35.35,0.00,35.35,0.00,81.06,81.06,0.00,81.06,0.00,177.32,0.20,0.20,0.00,0.20,0.00,0.46,0.46,0.00,0.46,0.00,18099,20459,30369,0.89,0.60,3,52,13,2,0,0,0.24,0.13,0.63,0.08,89.65,89.65,0.00,89.65,119.00,89.65,89.65,0.00,89.65,119.00,177.32,0.51,0.51,0.00,0.51,0.67,0.51,0.51,0.00,0.51,0.67,14620,20459,0.71,0,520,0,0,0,0,0.00,0.00,1.00,,88.66,114.20,0.00,114.20,549.23,88.66,114.20,0.00,114.20,549.23,177.32,0.50,0.64,0.00,0.64,3.10,0.50,0.64,0.00,0.64,3.10,5159.00,7204.00,6571.00,7427.00,7209.00,8065.00,8205.00,9430.00,8542.00,1800.00,4387.00,4387.00,4847.00,2900.00,6581.00,6581.00,7271.00,4610.00,4240.00,5096.00,157.79,166.67,0.22,0.53,0.53,0.59,0.34,0.77,0.77,0.85,0.22,0.49,0.57,0.54,0.56,0.53,0.23,0.49,0.59,0.54,0.75,0.69,0.65,0.36,0.56,0.63,0.23,0.58,0.66,0.49,0.54,0.61
FRA,250,1970,17459,31569,0.55,,6522,6522,,1.00,40,30,0,0,0,0.28,0.09,0.63,0.10,3000.00,5890.00,5890.00,7200.00,4750.00,8835.00,8835.00,10800.00,3560.00,13270.00,0.23,0.44,0.44,0.54,0.36,0.67,0.67,0.81,0.27,12000,20936,15874,0.57,0.76,0,52,52,13,0,0,0.14,0.30,0.56,,102.70,95.95,41.40,95.95,367.50,102.70,95.95,41.40,95.95,367.50,255.20,0.40,0.38,0.16,0.38,1.44,0.40,0.38,0.16,0.38,1.44,18408,20936,31569,0.88,0.58,3,52,13,2,0,0,0.23,0.07,0.70,0.07,129.02,129.02,0.00,129.02,175.00,129.02,129.02,0.00,129.02,175.00,255.20,0.51,0.51,0.00,0.51,0.69,0.51,0.51,0.00,0.51,0.69,16321,20936,0.80,0,520,0,0,0,0,0.00,0.00,1.00,,127.60,164.30,0.00,164.30,807.69,127.60,164.30,0.00,164.30,807.69,255.20,0.50,0.64,0.00,0.64,3.17,0.50,0.64,0.00,0.64,3.17,8198.00,9436.00,9305.00,10478.00,10223.00,11396.00,11471.00,13189.00,11901.00,3000.00,5613.00,5613.00,6807.00,4750.00,8544.00,8544.00,10334.00,6635.00,5951.00,7124.00,220.60,233.62,0.26,0.49,0.49,0.59,0.40,0.72,0.72,0.87,0.40,0.40,0.58,0.55,0.58,0.55,0.41,0.38,0.61,0.55,0.77,0.70,0.60,0.40,0.57,0.65,0.40,0.60,0.68,0.39,0.55,0.63
FRA,250,1975,17392,33047,0.53,6904,7057,7057,0.98,0.98,45,38,0,0,0,0.34,0.03,0.64,0.12,7300.00,12719.00,13542.00,16500.00,10800.00,15986.00,17042.00,20000.00,6732.00,24939.00,0.29,0.51,0.54,0.66,0.43,0.64,0.68,0.80,0.27,13768,22336,17163,0.61,0.80,0,52,52,13,0,0,0.16,0.21,0.63,,193.05,180.45,76.10,180.45,955.10,193.05,180.45,76.10,180.45,955.10,479.60,0.40,0.38,0.16,0.38,1.99,0.40,0.38,0.16,0.38,1.99,18968,22336,33047,0.85,0.57,3,52,13,2,0,0,0.21,0.02,0.77,0.06,242.46,242.46,0.00,242.46,320.83,242.46,242.46,0.00,242.46,320.83,479.60,0.51,0.51,0.00,0.51,0.67,0.51,0.51,0.00,0.51,0.67,17706,22336,0.79,0,520,0,0,0,0,0.00,0.00,1.00,,239.80,308.90,0.00,308.90,1480.77,239.80,308.90,0.00,308.90,1480.77,479.60,0.50,0.64,0.00,0.64,3.09,0.50,0.64,0.00,0.64,3.09,15264.00,17540.00,17383.00,19152.00,19109.00,20878.00,20944.00,24134.00,22158.00,7300.00,12592.00,13407.00,16335.00,10800.00,15826.00,16872.00,19800.00,12470.00,11079.00,12848.00,402.77,434.06,0.35,0.60,0.64,0.78,0.49,0.71,0.76,0.89,0.40,0.40,0.60,0.56,0.60,0.55,0.42,0.42,0.64,0.56,0.81,0.71,0.66,0.41,0.59,0.67,0.41,0.62,0.70,0.41,0.56,0.63
FRA,250,1980,20566,34547,0.59,,7504,7504,0.93,0.93,50,38,0,0,0,0.36,0.03,0.61,0.12,15600.00,24605.00,26175.00,30600.00,23500.00,32505.00,34075.00,38500.00,13590.00,47403.00,0.33,0.52,0.55,0.65,0.50,0.69,0.72,0.81,0.29,13672,22949,17567,0.60,0.78,0,52,52,13,0,0,0.15,0.27,0.59,,507.85,507.85,330.00,507.85,2346.00,507.85,507.85,330.00,507.85,2346.00,911.60,0.56,0.56,0.36,0.56,2.57,0.56,0.56,0.36,0.56,2.57,20468,22949,34547,0.92,0.61,3,52,13,2,0,0,0.29,0.01,0.70,0.06,501.31,501.31,0.00,501.31,584.50,501.31,501.31,0.00,501.31,584.50,911.60,0.51,0.51,0.00,0.51,0.59,0.51,0.51,0.00,0.51,0.59,19220,22949,0.83,0,520,0,0,0,0,0.00,0.00,1.00,,455.80,587.10,0.00,587.10,2697.69,455.80,587.10,0.00,587.10,2697.69,911.60,0.50,0.64,0.00,0.64,2.96,0.50,0.64,0.00,0.64,2.96,31548.00,36889.00,31571.00,36719.00,32985.00,38650.00,37717.00,44347.00,40121.00,15600.00,23390.00,24734.00,27879.00,23500.00,31433.00,32778.00,36571.00,23702.00,20061.00,23685.00,725.33,794.81,0.41,0.62,0.66,0.74,0.59,0.78,0.82,0.91,0.56,0.56,0.55,0.55,0.50,0.50,0.65,0.64,0.65,0.63,0.73,0.72,0.70,0.60,0.60,0.61,0.60,0.60,0.62,0.60,0.59,0.61
